L1_actuator_only,L2_plus_immediate_segment,L3_plus_braking_segments,L4_plus_terminal_velocity_membership,L5_plus_terminal_current_and_zero_hold,actuator_pass,braking_all_pass,braking_segment_count,current_pass,environment,first_failure,h_stop,immediate_segment_pass,note,state_id,status,terminal_current_and_zero_hold_pass,terminal_membership_pass,zero_hold_segment_pass
True,True,True,True,True,True,True,3,True,E1_REPLICA_GT_FINE,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,11,True,E1_REPLICA_GT_FINE,NONE,9,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,19,True,E1_REPLICA_GT_FINE,NONE,17,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,3,True,E1_REPLICA_GT_FINE,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,3,True,E1_REPLICA_GT_FINE,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,13,True,E1_REPLICA_GT_FINE,NONE,11,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,11,True,E1_REPLICA_GT_FINE,NONE,9,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,16,True,E1_REPLICA_GT_FINE,NONE,14,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,13,True,E1_REPLICA_GT_FINE,NONE,11,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,7,True,E1_REPLICA_GT_FINE,NONE,5,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,19,True,E1_REPLICA_GT_FINE,NONE,17,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,3,True,E1_REPLICA_GT_FINE,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,8,True,E1_REPLICA_GT_FINE,NONE,6,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,20,True,E1_REPLICA_GT_FINE,NONE,18,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,13,True,E1_REPLICA_GT_FINE,NONE,11,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,21,True,E1_REPLICA_GT_FINE,NONE,19,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,05a9e9b395bb7c2e10574895b494e9e50c644712cd2ab1299f0e2779d8487a1a,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,065ccf3dc76d0069d660b8edf46e507c115799568da9d9ad3e9edab220dc4a2b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,09472ebc63bedd15e2296b7fc3e573f29430b68dd46cf1de5a6edea99dedc6bf,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,0b90fd0f638a4595adf145ced7e3d338f215e7736437cc62d7fe98a588e95b21,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,0d858158bd5fe799ce2a64711e6bab8ab455e20123047c69ef13c8d2f6b13cb4,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,1101555f9fce4f795ffe0e826b025d9fed439a1a83e9e7c7d7a748e22a44b50e,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,12680aa8e57e77f07ce02945688cfcbfa27e0d364efbdfbbf25027649e693063,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,18b57d334b373ccb3813d95216cf27c2317d73517b2fe189c8859c2382203d63,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,1c881c67b31fe8bbe272c089b8ca97a57ff7b87108a0137e98657bfd217fca0b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,22a6245662231278eba445286d6dd129447860bcbe2d184bbea5b9564fac526c,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,24fd31d3054097eae6b1e972550278f895095a40321f77a25cbd7d6770c715bb,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,2a728f39f8e92f814cdb8b1403095b107ea880f2d89b1a0eb3f7baf49a53628b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,2e3d48baf1265ee26352b4abbe25460e417a7ea161ee4950fe118d17f9193205,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,31a4d33620a77352190d0accd58a0c800b4e525862c8d7ba91a5f43ff4fb881b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,346c2334d2d03b7b245a40a87ffc5d785547d36afac94c811e06bcb61773d857,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,352c7f5f48f590fca9a7d5068226a9cde0a49ad2c23a06dac8a09558b4f4f885,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,3790da6b1aed9c99b4c67c2d2c4ab37af16c1cc254d4c4be0956d958c295dd6a,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,38b33526102f26cb985a944f9605898e443c349c2c238de81d799dfcc3e6c41b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,3d26d4945e5eb287bb0f08d98a5584ac6865560cbf85f1082a2b8e23846f087a,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,3f1caa229d82e8e450cd7afcfa76727cab1fe45b4dd08d574918bae23c9bbdc4,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,402e4211a0f090cd9581637f2218fdcc2e21901ee895e69723ac6c34e54b9a92,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,40c746c87378efda13846a5182c76791b53153064539d49d11771fc56a585f58,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,420d81ff82b0c93b992a551ca1aa6ca74054ba7c59f6339dbf8d45ae11443ddc,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,4973ebd65bf5c9a2830199a51b00a460ac220c12e85a32b7bb8c8a218905d204,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,4cb10c353901921fc6bbcb50852810cb4ee8da51d6085eb99ffb4c8fbfdb5d3f,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,563bc8997736bb471ed161714451176a26c82e37c1c86862d8d18059b46281ed,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,591e9d6a822894b09185290e0772c77cd1df78239bc081ceaec6ac0103b4bc3c,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,5a07835e9ae5cc487172a9a5722cb9653f6eabd943f1bf643056ed9455f1e455,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,5bb553d5d5428e6660ada112b8a9a833d27f7875a0860cc0f04d4ba667119ea2,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E5_STONEHENGE_SAFER,,,,,5da504b0103fee60d127a07e33fbd66c35003cf0f794b1b85f5f85bdff77a22e,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,,,,,True,,0,False,E6_FLIGHT_SAFER,CURRENT:CURRENT_FULL_QUERY_INFEASIBLE,,,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",01aeadade59622e7afcd1c10e9715e32030cf02026456c4aed3d403c69efd0b8,ATOMIC_DIAGNOSTIC,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,06acbdd51434ffeec1da7bb9007aeab82aa77a0b3e8ed604e04307c987ac45ad,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,0777bee697e0cc7a147ae5244e26b119fd90ec1854bb36270068ed0a8246e0cb,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,08337021ba1c3d87414d7f0f7acfcac0e371afc3fbe6a5cb191cdda80fedcd5d,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,09ef865ed528a671c50c220cb21c300d9a39d74179470423445cafdbdef72da2,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,0e45383538fdd57d52ada874c7a69b2ebbbffb82a95fb21c48898300a56c1a95,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",109361dab8f9d2e7187eaa6d9b480caa32019d3f888db481c19fe6316dd7f7ed,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,11d9fd665d3c71d1b6818c174bc38df1413d28acca5abcbd22d77a09a8fa9898,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,12f81f928f7d3103015be971d8f4da05ac17c0078f71afe8efcd4556f0b5c897,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,131f912dbb698c5a5c1a7d4b8a3957e861031d3bc1cc486897d29b823078532a,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,,,,,True,,0,False,E6_FLIGHT_SAFER,CURRENT:CURRENT_FULL_QUERY_INFEASIBLE,,,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",161062cebfee5425da5f7df3b7ccabbe6c31fb5f2c6fc7e0086b29c6fbcb2bef,ATOMIC_DIAGNOSTIC,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,17e4d81bd69626f3f986d4dcf7074107ecfe54e4f4812a0599cc0668e9fc7bcb,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,1852257ab75df5333501077e7249e4eacf9e9f7ddd6a045155491720680ebe7b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",1c099e1b0ea88dfff3671a2ec0cf87b7521c147b2d4ff830884083bd8868ad06,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,235fea86defd92cc44d77db4afa37c47fbf190442e8c91dba356302e61a9a3ef,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",23f0dac8d0c4419fabe72fe8bd16a78578dff11bd3fc7ea902d150d8bc559180,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",25bdd19e0bcad2d8602beb00eaed98987a680ee9680a7684954bbb94d30373dd,ATOMIC_DIAGNOSTIC,True,True,True
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",2859245f10dc9a36f488006d6b3a9f0b086e8c3d8387a1291b31397398426d48,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,2a6e0b58bfe92ad72daf3c714eef9573f9da560f21916207dede755ccdd781e6,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,2b0b590ab4adecd3318c841a72cd7f65cefb5a9388dacb2ad78b599d5ad3e2ff,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",3455bbc3de6510b87c536116f7264c760e699e5e7ce30b25bc08aed275d77d30,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,350fa0cf87caea055258036d0f7ddb4c1fe3813b48d059607c7b1a600355b24b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,3952d8b454065b493247d60f9b31d53cd21213152da7436fcdd0520f705986b8,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,3fa1332cd6bade6068e94c00bff40ec3bd39930948ec4111e225cc4718f28f93,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
,,,,,,,,,E6_FLIGHT_SAFER,,,,,41a1bd2b4546d99fc1a1a82eb134d29ef3b21ef28fe735d5a248c88397d5de4b,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",45ab4d11c93de51478bccccd88df14b4b634e960d5333e430fcf6852e61ad46e,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,463da07e21ef7084dc4580afc86de4cad9c8e877d74080463755376a9bef9179,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",46f64b570c94c97a8d74ff2ad0851b8a191b7618fffeffdd5023153e4339e6b9,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,4cb58df0c263f046cf8998c98a64aeb9ad0ba4f16fef56e76224c59e891decf6,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
True,,,,,True,,0,False,E6_FLIGHT_SAFER,CURRENT:CURRENT_FULL_QUERY_INFEASIBLE,,,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",541ec35e349f0ad2d640c7637f313b5af93ae02d082787adabb882bbca8762e9,ATOMIC_DIAGNOSTIC,,,
True,True,True,True,True,True,True,3,True,E6_FLIGHT_SAFER,NONE,1,True,"L1-L5 are atomic diagnostic projections, never a controller or method variant.",54904dafb1f3a67cc66c5fa8f061c7cc3a64818c1e25cafb42245b19429adca3,ATOMIC_DIAGNOSTIC,True,True,True
,,,,,,,,,E6_FLIGHT_SAFER,,,,,5645d90fb9888c047509157d4d7a81c7b95fb1d55cb051e063927ca84a3a1f13,NOT_REACHED_PRIMARY_FILTER_NO_CONTROL,,,
